uid,accession,title,organism,taxid,length,mol_type,protein_name,create_date,year,submitter
2225262254,UOY93805.1,BMP family ABC transporter substrate-binding protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,336,aa,,2022/04/18,2022,
2225262253,UOY93804.1,DUF3993 domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,157,aa,,2022/04/18,2022,
2225262252,UOY93803.1,thioredoxin family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,77,aa,,2022/04/18,2022,
2225262251,UOY93802.1,chromate efflux transporter [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,381,aa,,2022/04/18,2022,
2225262250,UOY93801.1,YkuJ family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,78,aa,,2022/04/18,2022,
2225262249,UOY93800.1,ribonuclease H-like YkuK family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,169,aa,,2022/04/18,2022,
2225262248,UOY93799.1,CBS domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,147,aa,,2022/04/18,2022,
2225262247,UOY93798.1,LysR family transcriptional regulator [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,290,aa,,2022/04/18,2022,
2225262246,UOY93797.1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase [Ectobacillus sp. JY-23]",Ectobacillus sp. JY-23,2933872,240,aa,,2022/04/18,2022,
2225262245,UOY93796.1,N-acetyldiaminopimelate deacetylase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,374,aa,,2022/04/18,2022,
2225262244,UOY93795.1,TrkA family potassium uptake protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,222,aa,,2022/04/18,2022,
2225262243,UOY93794.1,ribonuclease J1 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,555,aa,,2022/04/18,2022,
2225262242,UOY93793.1,DNA-directed RNA polymerase subunit epsilon [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,70,aa,,2022/04/18,2022,
2225262241,UOY93792.1,DMT family transporter [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,301,aa,,2022/04/18,2022,
2225262240,UOY93791.1,Cof-type HAD-IIB family hydrolase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,257,aa,,2022/04/18,2022,
2225262239,UOY93790.1,peptide deformylase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,184,aa,,2022/04/18,2022,
2225262238,UOY93789.1,YjcZ family sporulation protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,48,aa,,2022/04/18,2022,
2225262237,UOY93788.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,371,aa,,2022/04/18,2022,
2225262236,UOY93787.1,alpha-ketoacid dehydrogenase subunit beta [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,325,aa,,2022/04/18,2022,
2225262235,UOY93786.1,2-oxo acid dehydrogenase subunit E2 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,431,aa,,2022/04/18,2022,
2225262234,UOY93785.1,dihydrolipoyl dehydrogenase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,470,aa,,2022/04/18,2022,
2225262233,UOY93784.1,DUF1885 family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,126,aa,,2022/04/18,2022,
2225262232,UOY93783.1,GapA-binding peptide SR1P [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,40,aa,,2022/04/18,2022,
2225262231,UOY93782.1,protein-glutamine gamma-glutamyltransferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,274,aa,,2022/04/18,2022,
2225262230,UOY93781.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,490,aa,,2022/04/18,2022,
2225262229,UOY93780.1,nitronate monooxygenase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,319,aa,,2022/04/18,2022,
2225262228,UOY93779.1,UPF0223 family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,89,aa,,2022/04/18,2022,
2225262227,UOY93778.1,hypothetical protein MUG87_06575 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,62,aa,,2022/04/18,2022,
2225262226,UOY93777.1,inositol monophosphatase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,260,aa,,2022/04/18,2022,
2225262225,UOY93776.1,YlaF family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,59,aa,,2022/04/18,2022,
2225262224,UOY93775.1,translational GTPase TypA [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,615,aa,,2022/04/18,2022,
2225262223,UOY93774.1,hypothetical protein MUG87_06550 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,94,aa,,2022/04/18,2022,
2225262222,UOY93773.1,hypothetical protein MUG87_06545 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,133,aa,,2022/04/18,2022,
2225262221,UOY93772.1,YlaI family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,66,aa,,2022/04/18,2022,
2225262220,UOY93771.1,pyridoxamine 5'-phosphate oxidase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,151,aa,,2022/04/18,2022,
2225262219,UOY93770.1,PhoH family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,442,aa,,2022/04/18,2022,
2225262218,UOY93769.1,peptidyl-prolyl cis-trans isomerase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,164,aa,,2022/04/18,2022,
2225262217,UOY93768.1,YlaN family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,94,aa,,2022/04/18,2022,
2225262216,UOY93767.1,FtsW/RodA/SpoVE family cell cycle protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,391,aa,,2022/04/18,2022,
2225262215,UOY93766.1,pyruvate carboxylase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,1148,aa,,2022/04/18,2022,
2225262214,UOY93765.1,heme A synthase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,298,aa,,2022/04/18,2022,
2225262213,UOY93764.1,cytochrome c oxidase subunit II [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,349,aa,,2022/04/18,2022,
2225262212,UOY93763.1,cytochrome c oxidase subunit I [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,619,aa,,2022/04/18,2022,
2225262211,UOY93762.1,cytochrome c oxidase subunit III [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,207,aa,,2022/04/18,2022,
2225262210,UOY93761.1,cytochrome c oxidase subunit IVB [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,110,aa,,2022/04/18,2022,
2225262209,UOY93760.1,cytochrome c oxidase assembly factor CtaG [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,301,aa,,2022/04/18,2022,
2225262208,UOY93759.1,Asp23/Gls24 family envelope stress response protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,127,aa,,2022/04/18,2022,
2225262207,UOY93758.1,YugN-like family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,120,aa,,2022/04/18,2022,
2225262206,UOY93757.1,CAP domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,341,aa,,2022/04/18,2022,
2225262205,UOY93756.1,YlbD family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,136,aa,,2022/04/18,2022,
2225262204,UOY93755.1,YlbE-like family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,81,aa,,2022/04/18,2022,
2225262203,UOY93754.1,histidine phosphatase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,189,aa,,2022/04/18,2022,
2225262202,UOY93753.1,YlbF family regulator [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,151,aa,,2022/04/18,2022,
2225262201,UOY93752.1,YlbG family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,90,aa,,2022/04/18,2022,
2225262200,UOY93751.1,methylthioribose kinase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,129,aa,,2022/04/18,2022,
2225262199,UOY93750.1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,188,aa,,2022/04/18,2022,
2225262198,UOY93749.1,pantetheine-phosphate adenylyltransferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,161,aa,,2022/04/18,2022,
2225262197,UOY93748.1,sporulation integral membrane protein YlbJ [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,391,aa,,2022/04/18,2022,
2225262196,UOY93747.1,patatin-like phospholipase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,263,aa,,2022/04/18,2022,
2225262195,UOY93746.1,PDZ domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,343,aa,,2022/04/18,2022,
2225262194,UOY93745.1,nucleotidyltransferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,399,aa,,2022/04/18,2022,
2225262193,UOY93744.1,DUF177 domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,166,aa,,2022/04/18,2022,
2225262192,UOY93743.1,50S ribosomal protein L32 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,57,aa,,2022/04/18,2022,
2225262191,UOY93742.1,enoyl-CoA hydratase/isomerase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,248,aa,,2022/04/18,2022,
2225262190,UOY93741.1,RsfA family transcriptional regulator [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,178,aa,,2022/04/18,2022,
2225262189,UOY93740.1,N-acetyltransferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,146,aa,,2022/04/18,2022,
2225262188,UOY93739.1,2-dehydropantoate 2-reductase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,291,aa,,2022/04/18,2022,
2225262187,UOY93738.1,bacillithiol biosynthesis cysteine-adding enzyme BshC [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,539,aa,,2022/04/18,2022,
2225262186,UOY93737.1,cell division protein FtsL [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,117,aa,,2022/04/18,2022,
2225262185,UOY93736.1,stage V sporulation protein D [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,638,aa,,2022/04/18,2022,
2225262184,UOY93735.1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Ectobacillus sp. JY-23]",Ectobacillus sp. JY-23,2933872,490,aa,,2022/04/18,2022,
2225262183,UOY93734.1,phospho-N-acetylmuramoyl-pentapeptide-transferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,324,aa,,2022/04/18,2022,
2225262182,UOY93733.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,449,aa,,2022/04/18,2022,
2225262181,UOY93732.1,stage V sporulation protein E [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,365,aa,,2022/04/18,2022,
2225262180,UOY93731.1,UDP-N-acetylmuramate dehydrogenase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,302,aa,,2022/04/18,2022,
2225262179,UOY93730.1,FtsQ-type POTRA domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,254,aa,,2022/04/18,2022,
2225262178,UOY93729.1,DUF881 domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,230,aa,,2022/04/18,2022,
2225262177,UOY93728.1,DUF881 domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,229,aa,,2022/04/18,2022,
2225262176,UOY93727.1,small basic family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,116,aa,,2022/04/18,2022,
2225262175,UOY93726.1,cell division protein FtsA [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,423,aa,,2022/04/18,2022,
2225262174,UOY93725.1,cell division protein FtsZ [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,375,aa,,2022/04/18,2022,
2225262173,UOY93724.1,sigma-E processing peptidase SpoIIGA [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,301,aa,,2022/04/18,2022,
2225262172,UOY93723.1,RNA polymerase sporulation sigma factor SigE [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,239,aa,,2022/04/18,2022,
2225262171,UOY93722.1,RNA polymerase sporulation sigma factor SigG [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,259,aa,,2022/04/18,2022,
2225262170,UOY93721.1,YlmC/YmxH family sporulation protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,92,aa,,2022/04/18,2022,
2225262169,UOY93720.1,peptidoglycan editing factor PgeF [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,269,aa,,2022/04/18,2022,
