uid,accession,title,organism,taxid,length,mol_type,create_date,year
1905076362,MT268135.1,"Bacillus sp. (in: firmicutes) strain Okoh-K1 keratinase (kerBOK1) gene, partial cds",Bacillus sp. (in: firmicutes),1409,483,dna,2020/09/30,2020
1905076360,MT268134.1,"Bacillus sp. (in: firmicutes) strain FPF-1 keratinase (kerBFPF1) gene, partial cds",Bacillus sp. (in: firmicutes),1409,491,dna,2020/09/30,2020
1905076366,MT268133.1,"Bacillus sp. (in: firmicutes) strain Nnolim-K1 keratinase (kerBNK1) gene, partial cds",Bacillus sp. (in: firmicutes),1409,486,dna,2020/09/21,2020
1799637673,MN256128.1,"Bacillus subtilis strain S1-4 keratinase KER71 gene, complete cds",Bacillus subtilis,1423,1146,dna,2020/01/27,2020
1772913216,MN061494.1,"Amycolatopsis sp. strain BJA-103 keratinase gene, complete cds",Amycolatopsis sp.,37632,1251,dna,2019/11/11,2019
1482646321,MG738728.1,"Bacillus sp. LCB12 keratinase gene, complete cds",Bacillus sp. LCB12,2364536,1140,dna,2019/02/09,2019
1384791298,MF327392.1,"Bacillus licheniformis strain Y6 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2018/05/05,2018
1235806981,KY914477.1,"Actinomadura keratinilytica strain Cpt20 serine alkaline keratinase preproprotein (kerB) gene, complete cds",Actinomadura keratinilytica,547461,1845,dna,2018/05/06,2018
1172213218,LC216397.1,"Brevibacillus sp. KN50 kn50 gene for keratinase gene, complete cds",Brevibacillus sp. KN50,1960305,1254,dna,2017/04/01,2017
1127547531,KX155576.1,"Bacillus thuringiensis strain S3KUBOT keratinase (ker) gene, ker-S3KUBOT allele, partial cds",Bacillus thuringiensis,1428,1041,dna,2017/01/09,2017
351000220,JF923748.1,"Bacillus licheniformis strain ER-15 keratinase ker BL gene, partial cds",Bacillus licheniformis,1402,1110,dna,2011/10/18,2011
338172912,HQ694987.1,"Bacillus cereus strain Wu6 keratinase (ker6) gene, partial cds",Bacillus cereus,1396,1104,dna,2011/06/29,2011
164654844,EU360728.1,"Bacillus subtilis strain BF20 keratinase gene, partial cds",Bacillus subtilis,1423,1065,dna,2008/01/16,2008
53828140,AY744703.1,"Streptomyces sp. OWU 1633 keratinase enzyme gene, partial cds",Streptomyces sp. OWU 1633,295130,540,dna,2004/10/10,2004
310007192,HM452164.1,"Pseudomonas aeruginosa strain KS-1 keratinase KP1 gene, partial cds",Pseudomonas aeruginosa,287,1596,dna,2010/10/30,2010
310007190,HM452163.1,"Pseudomonas aeruginosa strain KS-1 keratinase KP2 gene, partial cds",Pseudomonas aeruginosa,287,1428,dna,2010/10/30,2010
1042810636,KX184832.1,"Bacillus pumilus strain C4 keratinase Ker2 gene, complete cds",Bacillus pumilus,1408,1152,dna,2016/07/13,2016
1042810634,KX184831.1,"Bacillus pumilus strain C4 keratinase Ker1 gene, complete cds",Bacillus pumilus,1408,1152,dna,2016/07/13,2016
973694714,KT844950.1,"Bacillus subtilis strain Egy-Ker keratinase gene, partial cds",Bacillus subtilis,1423,1130,dna,2016/01/17,2016
973694711,KT844948.1,"Mutant Bacillus subtilis strain Egy-KerM keratinase gene, partial cds",Bacillus subtilis,1423,1130,dna,2016/01/17,2016
923042740,KP994171.1,"Bifidobacterium longum strain W211 keratinase (KerSMD) gene, partial cds; transposon Tn5432 insertion sequence IS1249a transposase (tnp1249a) gene, complete cds, 23S rRNA N-6-methyltransferase (ermX) gene, complete cds, and insertion sequence IS1249b transposase (tnp249b) gene, complete cds; and putative auxin efflux carrier protein (PIN1) gene, complete cds",Bifidobacterium longum,216816,6327,dna,2015/09/01,2015
893694190,KR868996.1,"Bacillus amyloliquefaciens strain K11 keratinase (kerK) gene, complete cds",Bacillus amyloliquefaciens,1390,1368,dna,2015/07/22,2015
846451729,KP694221.1,"Bacillus tequilensis strain Q7 serine neutral keratinase preproprotein (ker) gene, complete cds",Bacillus tequilensis,227866,1343,dna,2015/06/28,2015
823327613,KP893107.1,"Bacillus licheniformis strain UTM107 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2015/05/31,2015
668730482,KJ661542.1,"Bacillus licheniformis strain MZK05 keratinase (kerA) gene, complete cds",Bacillus licheniformis,1402,1140,dna,2015/04/05,2015
760865155,LC029453.1,"Stenotrophomonas maltophilia KER N4 gene for keratinase, complete cds, strain: N4",Stenotrophomonas maltophilia,40324,1770,dna,2015/02/24,2015
754292004,HM215140.1,"UNVERIFIED: Bacillus pumilus strain BPT-25 keratinase precursor-like gene, partial sequence",Bacillus pumilus,1408,810,dna,2015/02/11,2015
746644871,KJ783444.1,"Geobacillus stearothermophilus strain AD-11 keratinase gene, complete cds",Geobacillus stearothermophilus,1422,1641,dna,2015/01/17,2015
727929351,KM494493.1,"Bacillus subtilis strain RSE163 keratinase (kerC) gene, complete cds",Bacillus subtilis,1423,1342,dna,2014/12/07,2014
656355212,KJ642621.1,"Bacillus licheniformis strain N5 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2014/06/21,2014
514482319,KF152966.1,"Brevibacillus brevis strain US575 serine alkaline keratinase (ker) gene, complete cds",Brevibacillus brevis,1393,1343,dna,2014/06/03,2014
482677486,KC763971.1,"Stenotrophomonas maltophilia strain BBE11-1 keratinase (KerSMF) gene, partial cds",Stenotrophomonas maltophilia,40324,1743,dna,2013/04/29,2013
482514711,KC814180.1,"Stenotrophomonas maltophilia strain BBE11-1 keratinase gene, partial cds",Stenotrophomonas maltophilia,40324,1905,dna,2013/04/28,2013
511676715,KC621294.1,"Bacillus circulans strain DZ100 serine alkaline keratinase (sapB) gene, complete cds",Niallia circulans,1397,1168,dna,2013/06/13,2013
407280557,JX504681.1,"Bacillus licheniformis strain BBE11-1 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2012/10/03,2012
358680690,JN859581.1,"Bacillus licheniformis strain S90 keratinase gene, partial cds",Bacillus licheniformis,1402,1050,dna,2011/12/06,2011
443298520,KC176725.1,"Bacillus methylotrophicus strain KJN-2 keratinase (kerBPN) gene, complete cds",Bacillus velezensis,492670,1149,dna,2013/01/27,2013
336462510,JF800188.1,"Bacillus sp. MKR1 keratinase gene, complete cds",Bacillus sp. MKR1,884012,1140,dna,2011/06/26,2011
222353759,FJ619651.1,"Bacillus pumilus strain A1 keratinase precursor, gene, complete cds",Bacillus pumilus,1408,1199,dna,2009/02/07,2009
300429855,HM219183.1,"Bacillus pumilus strain KS12 keratinase gene, complete cds",Bacillus pumilus,1408,1152,dna,2010/07/17,2010
301352761,HM590650.1,"Stenotrophomonas maltophilia strain YHYJ-1 keratinase (kerF) gene, complete cds",Stenotrophomonas maltophilia,40324,1818,dna,2010/08/01,2010
300390463,HM154527.1,"Bacillus licheniformis strain DS23 thermostable keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2010/07/14,2010
50363120,AY665611.1,"Bacillus mojavensis keratinase gene, complete cds",Bacillus mojavensis,72360,1140,dna,2004/07/24,2004
169883789,EU502844.1,"Bacillus licheniformis strain RPk keratinase gene, complete cds",Bacillus licheniformis,1402,1457,dna,2008/03/19,2008
46277125,AY590140.1,"Bacillus licheniformis strain RG1 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2004/04/13,2004
225196215,FJ765514.1,"Stenotrophomonas maltophilia strain YHYJ-1 keratinase (kerD) gene, complete cds",Stenotrophomonas maltophilia,40324,1905,dna,2009/03/23,2009
67866985,DQ071570.1,"Bacillus licheniformis strain MKU 3 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2005/06/21,2005
67866983,DQ071569.1,"Bacillus licheniformis strain MKU 2 keratinase gene, complete cds",Bacillus licheniformis,1402,1140,dna,2005/06/21,2005
2048696563,NZ_JABTTS010000071.1,"Streptomyces sp. CHD11 scaffold71_size1826, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,1826,dna,2021/06/04,2021
2048696562,NZ_JABTTS010000070.1,"Streptomyces sp. CHD11 scaffold70_size1988, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,1988,dna,2021/06/04,2021
2048696561,NZ_JABTTS010000069.1,"Streptomyces sp. CHD11 scaffold69_size2693, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,2693,dna,2021/06/04,2021
2048696560,NZ_JABTTS010000068.1,"Streptomyces sp. CHD11 scaffold68_size3330, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,3330,dna,2021/06/04,2021
2048696559,NZ_JABTTS010000067.1,"Streptomyces sp. CHD11 scaffold67_size3615, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,3615,dna,2021/06/04,2021
2048696558,NZ_JABTTS010000066.1,"Streptomyces sp. CHD11 scaffold66_size3681, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,3681,dna,2021/06/04,2021
2048696557,NZ_JABTTS010000065.1,"Streptomyces sp. CHD11 scaffold65_size4624, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,4624,dna,2021/06/04,2021
2048696556,NZ_JABTTS010000064.1,"Streptomyces sp. CHD11 scaffold64_size7195, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,7195,dna,2021/06/04,2021
2048696555,NZ_JABTTS010000063.1,"Streptomyces sp. CHD11 scaffold63_size8518, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,8518,dna,2021/06/04,2021
2048696554,NZ_JABTTS010000062.1,"Streptomyces sp. CHD11 scaffold62_size8996, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,8996,dna,2021/06/04,2021
2048696553,NZ_JABTTS010000061.1,"Streptomyces sp. CHD11 scaffold61_size10472, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,10472,dna,2021/06/04,2021
2048696552,NZ_JABTTS010000060.1,"Streptomyces sp. CHD11 scaffold60_size9802, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,9802,dna,2021/06/04,2021
2048696551,NZ_JABTTS010000059.1,"Streptomyces sp. CHD11 scaffold59_size10643, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,10643,dna,2021/06/04,2021
2048696550,NZ_JABTTS010000058.1,"Streptomyces sp. CHD11 scaffold58_size12299, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,12299,dna,2021/06/04,2021
2048696549,NZ_JABTTS010000057.1,"Streptomyces sp. CHD11 scaffold57_size12694, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,12694,dna,2021/06/04,2021
2048696548,NZ_JABTTS010000056.1,"Streptomyces sp. CHD11 scaffold56_size13898, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,13898,dna,2021/06/04,2021
2048696547,NZ_JABTTS010000055.1,"Streptomyces sp. CHD11 scaffold55_size14847, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,14847,dna,2021/06/04,2021
2048696546,NZ_JABTTS010000054.1,"Streptomyces sp. CHD11 scaffold54_size15424, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,15424,dna,2021/06/04,2021
2048696545,NZ_JABTTS010000053.1,"Streptomyces sp. CHD11 scaffold53_size18024, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,18024,dna,2021/06/04,2021
2048696544,NZ_JABTTS010000052.1,"Streptomyces sp. CHD11 scaffold52_size18341, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,18341,dna,2021/06/04,2021
2048696543,NZ_JABTTS010000051.1,"Streptomyces sp. CHD11 scaffold51_size22663, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,22663,dna,2021/06/04,2021
2048696542,NZ_JABTTS010000050.1,"Streptomyces sp. CHD11 scaffold50_size23791, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,23791,dna,2021/06/04,2021
2048696541,NZ_JABTTS010000049.1,"Streptomyces sp. CHD11 scaffold49_size25381, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,25381,dna,2021/06/04,2021
2048696540,NZ_JABTTS010000048.1,"Streptomyces sp. CHD11 scaffold48_size25989, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,25989,dna,2021/06/04,2021
2048696539,NZ_JABTTS010000047.1,"Streptomyces sp. CHD11 scaffold47_size26603, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,26603,dna,2021/06/04,2021
2048696538,NZ_JABTTS010000046.1,"Streptomyces sp. CHD11 scaffold46_size32024, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,32024,dna,2021/06/04,2021
2048696537,NZ_JABTTS010000045.1,"Streptomyces sp. CHD11 scaffold45_size34729, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,34729,dna,2021/06/04,2021
2048696536,NZ_JABTTS010000044.1,"Streptomyces sp. CHD11 scaffold44_size37973, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,37973,dna,2021/06/04,2021
2048696535,NZ_JABTTS010000043.1,"Streptomyces sp. CHD11 scaffold43_size58417, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,58417,dna,2021/06/04,2021
2048696534,NZ_JABTTS010000042.1,"Streptomyces sp. CHD11 scaffold42_size41245, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,41245,dna,2021/06/04,2021
2048696533,NZ_JABTTS010000041.1,"Streptomyces sp. CHD11 scaffold41_size41732, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,41732,dna,2021/06/04,2021
2048696532,NZ_JABTTS010000040.1,"Streptomyces sp. CHD11 scaffold40_size47299, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,47299,dna,2021/06/04,2021
2048696531,NZ_JABTTS010000039.1,"Streptomyces sp. CHD11 scaffold39_size97714, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,97714,dna,2021/06/04,2021
2048696530,NZ_JABTTS010000038.1,"Streptomyces sp. CHD11 scaffold38_size50554, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,50554,dna,2021/06/04,2021
2048696529,NZ_JABTTS010000037.1,"Streptomyces sp. CHD11 scaffold37_size83744, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,83744,dna,2021/06/04,2021
2048696528,NZ_JABTTS010000036.1,"Streptomyces sp. CHD11 scaffold36_size57156, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,57156,dna,2021/06/04,2021
2048696527,NZ_JABTTS010000035.1,"Streptomyces sp. CHD11 scaffold35_size57873, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,57873,dna,2021/06/04,2021
2048696526,NZ_JABTTS010000034.1,"Streptomyces sp. CHD11 scaffold34_size59509, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,59509,dna,2021/06/04,2021
2048696525,NZ_JABTTS010000033.1,"Streptomyces sp. CHD11 scaffold33_size109953, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,109953,dna,2021/06/04,2021
2048696524,NZ_JABTTS010000032.1,"Streptomyces sp. CHD11 scaffold32_size118291, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,118291,dna,2021/06/04,2021
2048696523,NZ_JABTTS010000031.1,"Streptomyces sp. CHD11 scaffold31_size85279, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,85279,dna,2021/06/04,2021
2048696522,NZ_JABTTS010000030.1,"Streptomyces sp. CHD11 scaffold30_size189933, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,189933,dna,2021/06/04,2021
2048696521,NZ_JABTTS010000029.1,"Streptomyces sp. CHD11 scaffold29_size267445, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,267445,dna,2021/06/04,2021
2048696520,NZ_JABTTS010000028.1,"Streptomyces sp. CHD11 scaffold28_size88987, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,88987,dna,2021/06/04,2021
2048696519,NZ_JABTTS010000027.1,"Streptomyces sp. CHD11 scaffold27_size204147, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,204147,dna,2021/06/04,2021
2048696518,NZ_JABTTS010000026.1,"Streptomyces sp. CHD11 scaffold26_size262929, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,262929,dna,2021/06/04,2021
2048696517,NZ_JABTTS010000025.1,"Streptomyces sp. CHD11 scaffold25_size102221, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,102221,dna,2021/06/04,2021
2048696516,NZ_JABTTS010000024.1,"Streptomyces sp. CHD11 scaffold24_size104849, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,104849,dna,2021/06/04,2021
2048696515,NZ_JABTTS010000023.1,"Streptomyces sp. CHD11 scaffold23_size111428, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,111428,dna,2021/06/04,2021
2048696500,NZ_JABTTS010000022.1,"Streptomyces sp. CHD11 scaffold22_size106957, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,106957,dna,2021/06/04,2021
2048696486,NZ_JABTTS010000021.1,"Streptomyces sp. CHD11 scaffold21_size107951, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,107951,dna,2021/06/04,2021
2048696485,NZ_JABTTS010000020.1,"Streptomyces sp. CHD11 scaffold20_size125230, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,125230,dna,2021/06/04,2021
2048696484,NZ_JABTTS010000019.1,"Streptomyces sp. CHD11 scaffold19_size113627, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,113627,dna,2021/06/04,2021
2048696483,NZ_JABTTS010000018.1,"Streptomyces sp. CHD11 scaffold18_size116589, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,116589,dna,2021/06/04,2021
2048696482,NZ_JABTTS010000017.1,"Streptomyces sp. CHD11 scaffold17_size126153, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,126153,dna,2021/06/04,2021
2048696481,NZ_JABTTS010000016.1,"Streptomyces sp. CHD11 scaffold16_size126550, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,126550,dna,2021/06/04,2021
2048696479,NZ_JABTTS010000015.1,"Streptomyces sp. CHD11 scaffold15_size128298, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,128298,dna,2021/06/04,2021
2048696478,NZ_JABTTS010000014.1,"Streptomyces sp. CHD11 scaffold14_size128932, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,128932,dna,2021/06/04,2021
2048696477,NZ_JABTTS010000013.1,"Streptomyces sp. CHD11 scaffold13_size158199, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,158199,dna,2021/06/04,2021
2048696476,NZ_JABTTS010000012.1,"Streptomyces sp. CHD11 scaffold12_size137880, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,137880,dna,2021/06/04,2021
2048696475,NZ_JABTTS010000011.1,"Streptomyces sp. CHD11 scaffold11_size140565, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,140565,dna,2021/06/04,2021
2048696474,NZ_JABTTS010000010.1,"Streptomyces sp. CHD11 scaffold10_size391617, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,391617,dna,2021/06/04,2021
2048696473,NZ_JABTTS010000009.1,"Streptomyces sp. CHD11 scaffold9_size479887, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,479887,dna,2021/06/04,2021
2048696472,NZ_JABTTS010000008.1,"Streptomyces sp. CHD11 scaffold8_size195467, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,195467,dna,2021/06/04,2021
2048696471,NZ_JABTTS010000007.1,"Streptomyces sp. CHD11 scaffold7_size230116, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,230116,dna,2021/06/04,2021
2048696470,NZ_JABTTS010000006.1,"Streptomyces sp. CHD11 scaffold6_size228980, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,228980,dna,2021/06/04,2021
2048696469,NZ_JABTTS010000005.1,"Streptomyces sp. CHD11 scaffold5_size242482, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,242482,dna,2021/06/04,2021
2048696468,NZ_JABTTS010000004.1,"Streptomyces sp. CHD11 scaffold4_size246888, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,246888,dna,2021/06/04,2021
2048696467,NZ_JABTTS010000003.1,"Streptomyces sp. CHD11 scaffold3_size442568, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,442568,dna,2021/06/04,2021
2048696466,NZ_JABTTS010000002.1,"Streptomyces sp. CHD11 scaffold2_size399953, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,399953,dna,2021/06/04,2021
2048696465,NZ_JABTTS010000001.1,"Streptomyces sp. CHD11 scaffold1_size419235, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,419235,dna,2021/06/04,2021
2229078083,NZ_CP095462.1,"Ectobacillus sp. JY-23 chromosome, complete genome",Ectobacillus sp. JY-23,2933872,3893080,dna,2022/04/22,2022
2744302354,PP919231.1,"Bacillus paralicheniformis strain FUM-2 16S ribosomal RNA gene, partial sequence",Bacillus paralicheniformis,1648923,1152,dna,2024/06/22,2024
2742303993,PP905199.1,"Kocuria palustris strain ABVPU 3 16S ribosomal RNA gene, partial sequence",Kocuria palustris,71999,1252,dna,2024/06/17,2024
